league;season;team;game;date;time;round;day;venue;result;GF;GA;opponent;xG;xGA;Poss;Attendance;Captain;Formation;Opp Formation;Referee;match_report;Notes
;;;2021-08-21 Bochum-Mainz 05;2021-08-21 00:00:00;15:30:00;Matchweek 2;Sat;Away;L;0;2;Bochum;0,9;0,8;58;12548;Moussa Niakhate;3-5-2;4-2-3-1;Patrick Ittrich;/en/matches/4a8a0dcd/Bochum-Mainz-05-August-21-2021-Bundesliga;
;;;2021-08-28 Mainz 05-Greuther Fürth;2021-08-28 00:00:00;15:30:00;Matchweek 3;Sat;Home;W;3;0;Greuther Fürth;2,7;0,2;48;11500;Moussa Niakhate;3-5-2;4-1-2-1-2;Tobias Reichel;/en/matches/359314e5/Mainz-05-Greuther-Furth-August-28-2021-Bundesliga;
;;;2021-09-11 Hoffenheim-Mainz 05;2021-09-11 00:00:00;15:30:00;Matchweek 4;Sat;Away;W;2;0;Hoffenheim;0,9;0,7;36;8427;Moussa Niakhate;3-5-2;4-2-3-1;Marco Fritz;/en/matches/0d2d244e/Hoffenheim-Mainz-05-September-11-2021-Bundesliga;
;;;2021-09-18 Mainz 05-Freiburg;2021-09-18 00:00:00;15:30:00;Matchweek 5;Sat;Home;D;0;0;Freiburg;0,9;0,4;46;13500;Robin Zentner;3-5-2;3-4-3;Benjamin Brand;/en/matches/d6ab6aa6/Mainz-05-Freiburg-September-18-2021-Bundesliga;
;;;2021-09-25 Leverkusen-Mainz 05;2021-09-25 00:00:00;15:30:00;Matchweek 6;Sat;Away;L;0;1;Leverkusen;0,9;1,5;33;16624;Robin Zentner;3-5-2;4-2-3-1;Bastian Dankert;/en/matches/71712d04/Bayer-Leverkusen-Mainz-05-September-25-2021-Bundesliga;
;;;2021-10-03 Mainz 05-Union Berlin;2021-10-03 00:00:00;15:30:00;Matchweek 7;Sun;Home;L;1;2;Union Berlin;1,1;1,4;52;16000;Robin Zentner;3-4-3;3-4-1-2;Tobias Stieler;/en/matches/2886daca/Mainz-05-Union-Berlin-October-3-2021-Bundesliga;
;;;2021-10-16 Dortmund-Mainz 05;2021-10-16 00:00:00;15:30:00;Matchweek 8;Sat;Away;L;1;3;Dortmund;0,8;2,3;33;63812;Moussa Niakhate;3-4-1-2;4-3-3;Daniel Schlager;/en/matches/f9cb2f43/Dortmund-Mainz-05-October-16-2021-Bundesliga;
;;;2021-10-22 Mainz 05-Augsburg;2021-10-22 00:00:00;20:30:00;Matchweek 9;Fri;Home;W;4;1;Augsburg;3,7;0,9;54;19400;Moussa Niakhate;3-5-2;3-4-1-2;Robert Hartmann;/en/matches/2fb98536/Mainz-05-Augsburg-October-22-2021-Bundesliga;
;;;2021-10-26 Mainz 05-Arminia;2021-10-26 00:00:00;20:45:00;Round of 32;Tue;Home;W;3;2;Arminia;;;60;10000;Robin Zentner;3-5-2;3-4-1-2;Sascha Stegemann;/en/matches/02231ecc/Mainz-05-Arminia-October-26-2021-DFB-Pokal;Required Extra Time
;;;2021-10-30 Arminia-Mainz 05;2021-10-30 00:00:00;15:30:00;Matchweek 10;Sat;Away;W;2;1;Arminia;2,5;0,6;51;19477;Robin Zentner;3-1-4-2;3-1-4-2;Bastian Dankert;/en/matches/f1714ccc/Arminia-Mainz-05-October-30-2021-Bundesliga;
;;;2021-11-05 Mainz 05-Gladbach;2021-11-05 00:00:00;20:30:00;Matchweek 11;Fri;Home;D;1;1;Gladbach;1,1;1,6;48;25000;Moussa Niakhate;3-5-2;3-4-3;Robert Schröder;/en/matches/7174b056/Mainz-05-Monchengladbach-November-5-2021-Bundesliga;
;;;2021-11-21 Mainz 05-Köln;2021-11-21 00:00:00;17:30:00;Matchweek 12;Sun;Home;D;1;1;Köln;0,8;2,2;43;25500;Moussa Niakhate;3-5-2;4-2-3-1;Deniz Aytekin;/en/matches/56673b3d/Mainz-05-Koln-November-21-2021-Bundesliga;
;;;2021-11-26 Stuttgart-Mainz 05;2021-11-26 00:00:00;20:30:00;Matchweek 13;Fri;Away;L;1;2;Stuttgart;0,8;0,3;55;25000;Moussa Niakhate;3-5-2;3-4-3;Matthias Jöllenbeck;/en/matches/d8bb03fe/Stuttgart-Mainz-05-November-26-2021-Bundesliga;
;;;2021-12-04 Mainz 05-Wolfsburg;2021-12-04 00:00:00;15:30:00;Matchweek 14;Sat;Home;W;3;0;Wolfsburg;1,2;0,7;42;10000;Moussa Niakhate;3-5-2;3-4-3;Florian Badstübner;/en/matches/a3324197/Mainz-05-Wolfsburg-December-4-2021-Bundesliga;
;;;2021-12-11 Bayern Munich-Mainz 05;2021-12-11 00:00:00;15:30:00;Matchweek 15;Sat;Away;L;1;2;Bayern Munich;0,8;1,6;36;;Moussa Niakhate;3-5-2;4-2-3-1;Benjamin Cortus;/en/matches/66f449cb/Bayern-Munich-Mainz-05-December-11-2021-Bundesliga;
;;;2021-12-14 Mainz 05-Hertha BSC;2021-12-14 00:00:00;20:30:00;Matchweek 16;Tue;Home;W;4;0;Hertha BSC;2,9;0,4;67;10000;Moussa Niakhate;3-5-2;4-4-2;Harm Osmers;/en/matches/80fb0b90/Mainz-05-Hertha-BSC-December-14-2021-Bundesliga;
;;;2021-12-18 Eint Frankfurt-Mainz 05;2021-12-18 00:00:00;15:30:00;Matchweek 17;Sat;Away;L;0;1;Eint Frankfurt;0,6;1,8;49;15000;Moussa Niakhate;3-5-2;3-4-3;Felix Brych;/en/matches/e887cbac/Eintracht-Frankfurt-Mainz-05-December-18-2021-Bundesliga;
;;;2022-01-08 RB Leipzig-Mainz 05;2022-01-08 00:00:00;15:30:00;Matchweek 18;Sat;Away;L;1;4;RB Leipzig;0,3;2,9;32;;Robin Zentner;3-5-2;3-4-1-2;Deniz Aytekin;/en/matches/6d2b8230/RB-Leipzig-Mainz-05-January-8-2022-Bundesliga;
;;;2022-01-15 Mainz 05-Bochum;2022-01-15 00:00:00;15:30:00;Matchweek 19;Sat;Home;W;1;0;Bochum;1,7;1,5;53;1000;Moussa Niakhate;3-5-2;4-3-3;Frank Willenborg;/en/matches/a7250685/Mainz-05-Bochum-January-15-2022-Bundesliga;
;;;2022-01-18 Bochum-Mainz 05;2022-01-18 00:00:00;20:45:00;Round of 16;Tue;Away;L;1;3;Bochum;;;43;750;Moussa Niakhate;3-5-2;4-3-3;Felix Brych;/en/matches/3ccf5dd2/Bochum-Mainz-05-January-18-2022-DFB-Pokal;
;;;2022-01-22 Greuther Fürth-Mainz 05;2022-01-22 00:00:00;15:30:00;Matchweek 20;Sat;Away;L;1;2;Greuther Fürth;1,7;1,3;58;;Moussa Niakhate;3-5-2;4-3-1-2;Robert Schröder;/en/matches/16f88e72/Greuther-Furth-Mainz-05-January-22-2022-Bundesliga;
;;;2022-02-05 Mainz 05-Hoffenheim;2022-02-05 00:00:00;15:30:00;Matchweek 21;Sat;Home;W;2;0;Hoffenheim;2,2;1,6;41;6800;Moussa Niakhate;3-5-2;3-4-3;Christian Dingert;/en/matches/ba42179b/Mainz-05-Hoffenheim-February-5-2022-Bundesliga;
;;;2022-02-12 Freiburg-Mainz 05;2022-02-12 00:00:00;15:30:00;Matchweek 22;Sat;Away;D;1;1;Freiburg;2,3;1,7;40;10000;Moussa Niakhate;3-4-3;4-2-3-1;Deniz Aytekin;/en/matches/0125bef4/Freiburg-Mainz-05-February-12-2022-Bundesliga;
;;;2022-02-18 Mainz 05-Leverkusen;2022-02-18 00:00:00;20:30:00;Matchweek 23;Fri;Home;W;3;2;Leverkusen;0,9;1;41;10000;Moussa Niakhate;3-4-3;4-2-3-1;Benjamin Cortus;/en/matches/88eed3ef/Mainz-05-Bayer-Leverkusen-February-18-2022-Bundesliga;
;;;2022-02-26 Union Berlin-Mainz 05;2022-02-26 00:00:00;15:30:00;Matchweek 24;Sat;Away;L;1;3;Union Berlin;1;1;51;10000;Moussa Niakhate;3-4-3;3-1-4-2;Bastian Dankert;/en/matches/d8cf30ac/Union-Berlin-Mainz-05-February-26-2022-Bundesliga;
;;;2022-03-16 Mainz 05-Dortmund;2022-03-16 00:00:00;18:30:00;Matchweek 25;Wed;Home;L;0;1;Dortmund;0,9;0,8;41;25000;Moussa Niakhate;3-4-3;4-2-3-1;Sascha Stegemann;/en/matches/2abd2132/Mainz-05-Dortmund-March-16-2022-Bundesliga;
;;;2022-03-19 Mainz 05-Arminia;2022-03-19 00:00:00;15:30:00;Matchweek 27;Sat;Home;W;4;0;Arminia;4,3;0,2;56;25000;Moussa Niakhate;3-4-3;4-3-3;Felix Zwayer;/en/matches/e3e5a297/Mainz-05-Arminia-March-19-2022-Bundesliga;
;;;2022-04-03 Gladbach-Mainz 05;2022-04-03 00:00:00;17:30:00;Matchweek 28;Sun;Away;D;1;1;Gladbach;1,8;1,5;48;44156;Moussa Niakhate;3-4-3;3-4-3;Daniel Schlager;/en/matches/2665736f/Monchengladbach-Mainz-05-April-3-2022-Bundesliga;
;;;2022-04-06 Augsburg-Mainz 05;2022-04-06 00:00:00;18:30:00;Matchweek 26;Wed;Away;L;1;2;Augsburg;1,8;1,8;62;18122;Moussa Niakhate;3-5-2;3-4-3;Matthias Jöllenbeck;/en/matches/d614186f/Augsburg-Mainz-05-April-6-2022-Bundesliga;
;;;2022-04-09 Köln-Mainz 05;2022-04-09 00:00:00;15:30:00;Matchweek 29;Sat;Away;L;2;3;Köln;0,9;1,8;46;49800;Moussa Niakhate;3-4-3;4-2-3-1;Martin Petersen;/en/matches/b2468a52/Koln-Mainz-05-April-9-2022-Bundesliga;
;;;2022-04-16 Mainz 05-Stuttgart;2022-04-16 00:00:00;15:30:00;Matchweek 30;Sat;Home;D;0;0;Stuttgart;0,6;0,7;47;30128;Moussa Niakhate;5-3-2;4-3-3;Florian Badstübner;/en/matches/7eeac6fb/Mainz-05-Stuttgart-April-16-2022-Bundesliga;
;;;2022-04-22 Wolfsburg-Mainz 05;2022-04-22 00:00:00;20:30:00;Matchweek 31;Fri;Away;L;0;5;Wolfsburg;0,7;3,7;40;19055;Moussa Niakhate;3-5-2;4-3-3;Harm Osmers;/en/matches/9f31658e/Wolfsburg-Mainz-05-April-22-2022-Bundesliga;
;;;2022-04-30 Mainz 05-Bayern Munich;2022-04-30 00:00:00;15:30:00;Matchweek 32;Sat;Home;W;3;1;Bayern Munich;3,3;1,4;32;33305;Moussa Niakhate;3-5-2;4-2-3-1;Sascha Stegemann;/en/matches/f81e9135/Mainz-05-Bayern-Munich-April-30-2022-Bundesliga;
;;;2022-05-07 Hertha BSC-Mainz 05;2022-05-07 00:00:00;18:30:00;Matchweek 33;Sat;Away;W;2;1;Hertha BSC;0,7;1,1;64;71548;Moussa Niakhate;3-5-2;4-2-3-1;Patrick Ittrich;/en/matches/cf7018f2/Hertha-BSC-Mainz-05-May-7-2022-Bundesliga;
;;;2022-05-14 Mainz 05-Eint Frankfurt;2022-05-14 00:00:00;15:30:00;Matchweek 34;Sat;Home;D;2;2;Eint Frankfurt;1,3;1,6;49;33000;Moussa Niakhate;3-4-3;3-4-3;Martin Petersen;/en/matches/976cf786/Mainz-05-Eintracht-Frankfurt-May-14-2022-Bundesliga;
;;RB Leipzig;2021-08-07 Sandhausen-RB Leipzig;2021-08-07 00:00:00;15:30:00;Round of 64;Sat;Away;W;4;0;Sandhausen;;;73;4067;Péter Gulácsi;4-2-3-1;5-4-1;Daniel Schlager;/en/matches/1e9e0286/Sandhausen-RB-Leipzig-August-7-2021-DFB-Pokal;
;;;2021-08-15 Mainz 05-RB Leipzig;2021-08-15 00:00:00;15:30:00;Matchweek 1;Sun;Away;L;0;1;Mainz 05;1,1;1,2;70;10500;Willi Orban;4-2-3-1;3-4-1-2;Daniel Siebert;/en/matches/c1cd7950/Mainz-05-RB-Leipzig-August-15-2021-Bundesliga;
;;;2021-08-20 RB Leipzig-Stuttgart;2021-08-20 00:00:00;20:30:00;Matchweek 2;Fri;Home;W;4;0;Stuttgart;3,6;1,1;52;23100;Emil Forsberg;4-2-3-1;3-4-3;Florian Badstübner;/en/matches/6350c527/RB-Leipzig-Stuttgart-August-20-2021-Bundesliga;
;;;2021-08-29 Wolfsburg-RB Leipzig;2021-08-29 00:00:00;17:30:00;Matchweek 3;Sun;Away;L;0;1;Wolfsburg;1,1;0,8;52;12058;Péter Gulácsi;4-2-3-1;4-2-3-1;Tobias Stieler;/en/matches/85bc22c0/Wolfsburg-RB-Leipzig-August-29-2021-Bundesliga;
;;;2021-09-11 RB Leipzig-Bayern Munich;2021-09-11 00:00:00;18:30:00;Matchweek 4;Sat;Home;L;1;4;Bayern Munich;0,5;3,9;52;34000;Péter Gulácsi;4-2-3-1;4-2-3-1;Deniz Aytekin;/en/matches/6bb4470e/RB-Leipzig-Bayern-Munich-September-11-2021-Bundesliga;
;;;2021-09-15 Manchester City-RB Leipzig;2021-09-15 00:00:00;20:00:00;Group stage;Wed;Away;L;3;6;Manchester City;0,9;1,9;50;38062;Péter Gulácsi;4-2-3-1;4-3-3;Serdar Gözübüyük;/en/matches/c188c958/Manchester-City-RB-Leipzig-September-15-2021-Champions-League;
;;;2021-09-18 Köln-RB Leipzig;2021-09-18 00:00:00;18:30:00;Matchweek 5;Sat;Away;D;1;1;Köln;2,7;1,7;53;25000;Péter Gulácsi;4-2-3-1;4-1-3-2;Felix Brych;/en/matches/1034477c/Koln-RB-Leipzig-September-18-2021-Bundesliga;
;;;2021-09-25 RB Leipzig-Hertha BSC;2021-09-25 00:00:00;15:30:00;Matchweek 6;Sat;Home;W;6;0;Hertha BSC;3,8;0,2;61;23500;Péter Gulácsi;3-4-3;3-4-3;Sascha Stegemann;/en/matches/a091652a/RB-Leipzig-Hertha-BSC-September-25-2021-Bundesliga;
;;;2021-09-28 RB Leipzig-Club Brugge;2021-09-28 00:00:00;21:00:00;Group stage;Tue;Home;L;1;2;Club Brugge;1,3;1,4;66;23500;Péter Gulácsi;3-4-3;4-4-1-1;Slavko Vinčič;/en/matches/6602bedc/RB-Leipzig-Club-Brugge-September-28-2021-Champions-League;
;;;2021-10-02 RB Leipzig-Bochum;2021-10-02 00:00:00;18:30:00;Matchweek 7;Sat;Home;W;3;0;Bochum;3,2;1,5;59;25598;Péter Gulácsi;3-4-3;4-2-3-1;Robert Hartmann;/en/matches/db3c78fe/RB-Leipzig-Bochum-October-2-2021-Bundesliga;
;;;2021-10-16 Freiburg-RB Leipzig;2021-10-16 00:00:00;15:30:00;Matchweek 8;Sat;Away;D;1;1;Freiburg;1,7;1,4;47;20000;Péter Gulácsi;4-3-3;3-4-3;Daniel Siebert;/en/matches/42f54f57/Freiburg-RB-Leipzig-October-16-2021-Bundesliga;
;;;2021-10-19 Paris S-G-RB Leipzig;2021-10-19 00:00:00;21:00:00;Group stage;Tue;Away;L;2;3;Paris S-G;2,1;3;36;47359;Péter Gulácsi;3-5-2;4-3-3;Marco Guida;/en/matches/44b57816/Paris-Saint-Germain-RB-Leipzig-October-19-2021-Champions-League;
;;;2021-10-23 RB Leipzig-Greuther Fürth;2021-10-23 00:00:00;15:30:00;Matchweek 9;Sat;Home;W;4;1;Greuther Fürth;2,3;1,4;56;24758;Péter Gulácsi;3-4-3;4-2-3-1;Christian Dingert;/en/matches/b1bb1224/RB-Leipzig-Greuther-Furth-October-23-2021-Bundesliga;
;;;2021-10-26 Babelsberg 03-RB Leipzig;2021-10-26 00:00:00;18:30:00;Round of 32;Tue;Away;W;1;0;Babelsberg 03;;;73;6218;Willi Orban;4-2-2-2;4-4-1-1;Benjamin Cortus;/en/matches/3268df8a/Babelsberg-03-RB-Leipzig-October-26-2021-DFB-Pokal;
;;;2021-10-30 Eint Frankfurt-RB Leipzig;2021-10-30 00:00:00;18:30:00;Matchweek 10;Sat;Away;D;1;1;Eint Frankfurt;3;0,6;53;31000;Péter Gulácsi;3-4-3;3-4-3;Daniel Schlager;/en/matches/17b265aa/Eintracht-Frankfurt-RB-Leipzig-October-30-2021-Bundesliga;
;;;2021-11-03 RB Leipzig-Paris S-G;2021-11-03 00:00:00;21:00:00;Group stage;Wed;Home;D;2;2;Paris S-G;3,3;2,1;54;39794;Péter Gulácsi;3-4-3;4-3-3;Andreas Ekberg;/en/matches/a0f25b92/RB-Leipzig-Paris-Saint-Germain-November-3-2021-Champions-League;
;;;2021-11-06 RB Leipzig-Dortmund;2021-11-06 00:00:00;18:30:00;Matchweek 11;Sat;Home;W;2;1;Dortmund;2,6;0,9;54;43429;Péter Gulácsi;3-4-3;3-4-3;Felix Zwayer;/en/matches/a599df7c/RB-Leipzig-Dortmund-November-6-2021-Bundesliga;
;;;2021-11-20 Hoffenheim-RB Leipzig;2021-11-20 00:00:00;15:30:00;Matchweek 12;Sat;Away;L;0;2;Hoffenheim;0,2;3,1;58;13233;Péter Gulácsi;3-4-3;3-4-3;Tobias Welz;/en/matches/49d6a038/Hoffenheim-RB-Leipzig-November-20-2021-Bundesliga;
;;;2021-11-24 Club Brugge-RB Leipzig;2021-11-24 00:00:00;21:00:00;Group stage;Wed;Away;W;5;0;Club Brugge;3,8;0,9;44;24072;Kevin Kampl;4-1-2-1-2◆;3-4-3;Davide Massa;/en/matches/e26db5b0/Club-Brugge-RB-Leipzig-November-24-2021-Champions-League;
;;;2021-11-28 RB Leipzig-Leverkusen;2021-11-28 00:00:00;17:30:00;Matchweek 13;Sun;Home;L;1;3;Leverkusen;1,5;1,4;58;;Kevin Kampl;4-3-1-2;4-2-3-1;Benjamin Cortus;/en/matches/f65c6530/RB-Leipzig-Bayer-Leverkusen-November-28-2021-Bundesliga;
;;;2021-12-03 Union Berlin-RB Leipzig;2021-12-03 00:00:00;20:30:00;Matchweek 14;Fri;Away;L;1;2;Union Berlin;1,4;2,4;63;13506;Péter Gulácsi;3-4-3;5-3-2;Harm Osmers;/en/matches/bbae4301/Union-Berlin-RB-Leipzig-December-3-2021-Bundesliga;
;;;2021-12-07 RB Leipzig-Manchester City;2021-12-07 00:00:00;18:45:00;Group stage;Tue;Home;W;2;1;Manchester City;1,7;1,2;44;;Péter Gulácsi;4-2-3-1;4-3-3;Sandro Schärer;/en/matches/cccff79c/RB-Leipzig-Manchester-City-December-7-2021-Champions-League;
;;;2021-12-11 RB Leipzig-Gladbach;2021-12-11 00:00:00;15:30:00;Matchweek 15;Sat;Home;W;4;1;Gladbach;4,7;1,2;53;;Péter Gulácsi;3-4-1-2;4-3-3;Bastian Dankert;/en/matches/bbc5c234/RB-Leipzig-Monchengladbach-December-11-2021-Bundesliga;
;;;2021-12-15 Augsburg-RB Leipzig;2021-12-15 00:00:00;20:30:00;Matchweek 16;Wed;Away;D;1;1;Augsburg;2,2;1,2;68;;Péter Gulácsi;3-4-1-2;4-4-2;Florian Badstübner;/en/matches/9f8577db/Augsburg-RB-Leipzig-December-15-2021-Bundesliga;
;;;2021-12-18 RB Leipzig-Arminia;2021-12-18 00:00:00;15:30:00;Matchweek 17;Sat;Home;L;0;2;Arminia;1,6;0,8;77;;Péter Gulácsi;3-5-2;4-2-3-1;Frank Willenborg;/en/matches/5be07d30/RB-Leipzig-Arminia-December-18-2021-Bundesliga;
;;;2022-01-08 RB Leipzig-Mainz 05;2022-01-08 00:00:00;15:30:00;Matchweek 18;Sat;Home;W;4;1;Mainz 05;2,9;0,3;68;;Péter Gulácsi;3-4-1-2;3-5-2;Deniz Aytekin;/en/matches/6d2b8230/RB-Leipzig-Mainz-05-January-8-2022-Bundesliga;
;;;2022-01-15 Stuttgart-RB Leipzig;2022-01-15 00:00:00;15:30:00;Matchweek 19;Sat;Away;W;2;0;Stuttgart;1,5;1;49;500;Péter Gulácsi;3-4-3;3-4-3;Daniel Schlager;/en/matches/4250c711/Stuttgart-RB-Leipzig-January-15-2022-Bundesliga;
;;;2022-01-19 RB Leipzig-Hansa Rostock;2022-01-19 00:00:00;18:30:00;Round of 16;Wed;Home;W;2;0;Hansa Rostock;;;74;1000;Péter Gulácsi;3-4-3;5-3-2;Sven Jablonski;/en/matches/0223c9f0/RB-Leipzig-Hansa-Rostock-January-19-2022-DFB-Pokal;
;;;2022-01-23 RB Leipzig-Wolfsburg;2022-01-23 00:00:00;15:30:00;Matchweek 20;Sun;Home;W;2;0;Wolfsburg;1,5;0,8;53;1000;Péter Gulácsi;3-4-3;3-4-3;Daniel Siebert;/en/matches/a9545f25/RB-Leipzig-Wolfsburg-January-23-2022-Bundesliga;
;;;2022-02-05 Bayern Munich-RB Leipzig;2022-02-05 00:00:00;18:30:00;Matchweek 21;Sat;Away;L;2;3;Bayern Munich;2,1;3,1;42;10000;Péter Gulácsi;3-4-3;3-4-3;Sven Jablonski;/en/matches/03e077d0/Bayern-Munich-RB-Leipzig-February-5-2022-Bundesliga;
;;;2022-02-11 RB Leipzig-Köln;2022-02-11 00:00:00;20:30:00;Matchweek 22;Fri;Home;W;3;1;Köln;0,9;0,9;50;15000;Péter Gulácsi;3-4-1-2;4-2-3-1;Florian Badstübner;/en/matches/6d6b360d/RB-Leipzig-Koln-February-11-2022-Bundesliga;
;;;2022-02-17 RB Leipzig-Real Sociedad;2022-02-17 00:00:00;21:00:00;Knockout round play-offs;Thu;Home;D;2;2;Real Sociedad;1,7;0,9;69;21113;Péter Gulácsi;3-4-1-2;5-4-1;Cüneyt Çakιr;/en/matches/35fa1118/RB-Leipzig-Real-Sociedad-February-17-2022-Europa-League;Leg 1 of 2
;;;2022-02-20 Hertha BSC-RB Leipzig;2022-02-20 00:00:00;19:30:00;Matchweek 23;Sun;Away;W;6;1;Hertha BSC;3,4;1;64;10000;Péter Gulácsi;3-1-4-2;4-3-3;Patrick Ittrich;/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga;
;;;2022-02-24 Real Sociedad-RB Leipzig;2022-02-24 00:00:00;18:45:00;Knockout round play-offs;Thu;Away;W;3;1;Real Sociedad;2,6;1,2;52;30113;Péter Gulácsi;3-4-1-2;5-4-1;Anthony Taylor;/en/matches/0222147c/Real-Sociedad-RB-Leipzig-February-24-2022-Europa-League;"Leg 2 of 2; RB Leipzig won"
;;;2022-02-27 Bochum-RB Leipzig;2022-02-27 00:00:00;15:30:00;Matchweek 24;Sun;Away;W;1;0;Bochum;0,7;0,8;49;10000;Péter Gulácsi;3-4-1-2;4-3-3;Felix Brych;/en/matches/f60aa0c6/Bochum-RB-Leipzig-February-27-2022-Bundesliga;
;;;2022-03-02 Hannover 96-RB Leipzig;2022-03-02 00:00:00;18:30:00;Quarter-finals;Wed;Away;W;4;0;Hannover 96;;;65;25000;Péter Gulácsi;3-4-1-2;4-2-3-1;Marco Fritz;/en/matches/81e2a8b3/Hannover-96-RB-Leipzig-March-2-2022-DFB-Pokal;
;;;2022-03-05 RB Leipzig-Freiburg;2022-03-05 00:00:00;15:30:00;Matchweek 25;Sat;Home;D;1;1;Freiburg;0,6;0,4;71;24758;Péter Gulácsi;3-4-1-2;3-5-2;Felix Zwayer;/en/matches/3724924c/RB-Leipzig-Freiburg-March-5-2022-Bundesliga;
;;;2022-03-10 RB Leipzig-Spartak Moscow;2022-03-10 00:00:00;18:45:00;Round of 16;Thu;Home;;;;Spartak Moscow;;;;;;;;;/en/matches/aedd300f/RB-Leipzig-Spartak-Moscow-March-10-2022-Europa-League;"Leg 1 of 2; Match Cancelled"
;;;2022-03-13 Greuther Fürth-RB Leipzig;2022-03-13 00:00:00;19:30:00;Matchweek 26;Sun;Away;W;6;1;Greuther Fürth;1,7;0,3;53;9418;Péter Gulácsi;3-4-1-2;4-1-2-1-2;Sven Jablonski;/en/matches/4f96f1e2/Greuther-Furth-RB-Leipzig-March-13-2022-Bundesliga;
;;;2022-03-17 Spartak Moscow-RB Leipzig;2022-03-17 00:00:00;;Round of 16;Thu;Away;;;;Spartak Moscow;;;;;;;;;/en/matches/818ee336/Spartak-Moscow-RB-Leipzig-March-17-2022-Europa-League;"Leg 2 of 2; RB Leipzig won; Match Cancelled"
;;;2022-03-20 RB Leipzig-Eint Frankfurt;2022-03-20 00:00:00;15:30:00;Matchweek 27;Sun;Home;D;0;0;Eint Frankfurt;1,2;0,2;55;43058;Péter Gulácsi;3-4-1-2;3-1-4-2;Christian Dingert;/en/matches/5245b27f/RB-Leipzig-Eintracht-Frankfurt-March-20-2022-Bundesliga;
;;;2022-04-02 Dortmund-RB Leipzig;2022-04-02 00:00:00;18:30:00;Matchweek 28;Sat;Away;W;4;1;Dortmund;1,1;0,7;36;81365;Péter Gulácsi;3-5-2;3-4-3;Marco Fritz;/en/matches/142e57da/Dortmund-RB-Leipzig-April-2-2022-Bundesliga;
;;;2022-04-07 RB Leipzig-Atalanta;2022-04-07 00:00:00;18:45:00;Quarter-finals;Thu;Home;D;1;1;Atalanta;2,5;1,9;56;36029;Péter Gulácsi;3-4-1-2;4-2-3-1;Michael Oliver;/en/matches/073ed544/RB-Leipzig-Atalanta-April-7-2022-Europa-League;Leg 1 of 2
;;;2022-04-10 RB Leipzig-Hoffenheim;2022-04-10 00:00:00;19:30:00;Matchweek 29;Sun;Home;W;3;0;Hoffenheim;1,5;0,2;51;35112;Péter Gulácsi;3-4-3;3-4-1-2;Bastian Dankert;/en/matches/b6aa7132/RB-Leipzig-Hoffenheim-April-10-2022-Bundesliga;
;;;2022-04-14 Atalanta-RB Leipzig;2022-04-14 00:00:00;18:45:00;Quarter-finals;Thu;Away;W;2;0;Atalanta;2,4;1,3;43;17905;Péter Gulácsi;3-4-3;3-4-3;Antonio Matéu Lahoz;/en/matches/d326813e/Atalanta-RB-Leipzig-April-14-2022-Europa-League;"Leg 2 of 2; RB Leipzig won"
;;;2022-04-17 Leverkusen-RB Leipzig;2022-04-17 00:00:00;19:30:00;Matchweek 30;Sun;Away;W;1;0;Leverkusen;0,5;0,8;53;26119;Péter Gulácsi;3-5-2;5-3-2;Daniel Siebert;/en/matches/d4cc9ae4/Bayer-Leverkusen-RB-Leipzig-April-17-2022-Bundesliga;
;;;2022-04-20 RB Leipzig-Union Berlin;2022-04-20 00:00:00;20:45:00;Semi-finals;Wed;Home;W;2;1;Union Berlin;;;68;47069;Péter Gulácsi;3-1-4-2;3-5-2;Felix Brych;/en/matches/b9f41d01/RB-Leipzig-Union-Berlin-April-20-2022-DFB-Pokal;
;;;2022-04-23 RB Leipzig-Union Berlin;2022-04-23 00:00:00;15:30:00;Matchweek 31;Sat;Home;L;1;2;Union Berlin;0,6;1,4;54;45770;Péter Gulácsi;3-1-4-2;3-5-2;Daniel Schlager;/en/matches/aa4dd599/RB-Leipzig-Union-Berlin-April-23-2022-Bundesliga;
;;;2022-04-28 RB Leipzig-Rangers;2022-04-28 00:00:00;21:00:00;Semi-finals;Thu;Home;W;1;0;Rangers;1;0,3;69;40303;Péter Gulácsi;3-4-1-2;5-3-2;Benoît Bastien;/en/matches/de01d560/RB-Leipzig-Rangers-April-28-2022-Europa-League;Leg 1 of 2
;;;2022-05-02 Gladbach-RB Leipzig;2022-05-02 00:00:00;20:30:00;Matchweek 32;Mon;Away;L;1;3;Gladbach;1,1;1,5;51;35324;Péter Gulácsi;3-4-3;5-3-2;Martin Petersen;/en/matches/84b03670/Monchengladbach-RB-Leipzig-May-2-2022-Bundesliga;
;;;2022-05-05 Rangers-RB Leipzig;2022-05-05 00:00:00;20:00:00;Semi-finals;Thu;Away;L;1;3;Rangers;1,3;2;62;49397;Péter Gulácsi;3-4-3;5-4-1;Artur Dias;/en/matches/f3e6edc8/Rangers-RB-Leipzig-May-5-2022-Europa-League;"Leg 2 of 2; Rangers won"
;;;2022-05-08 RB Leipzig-Augsburg;2022-05-08 00:00:00;19:30:00;Matchweek 33;Sun;Home;W;4;0;Augsburg;3,2;0,3;64;37029;Péter Gulácsi;3-4-3;3-4-3;Bastian Dankert;/en/matches/8ac13dab/RB-Leipzig-Augsburg-May-8-2022-Bundesliga;
